City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
702,Kongoussi,13.3258,-1.5347,65.14,15,0,9.55,BF,clear sky
703,Bestobe,52.4994,73.0975,-0.78,83,3,4.61,KZ,clear sky
704,Barcelos,41.5388,-8.6151,48.69,66,62,5.37,PT,broken clouds
705,Srednekolymsk,67.45,153.6833,-27.6,97,28,1.19,RU,scattered clouds
706,Ternate,0.8,127.4,82.71,72,100,6.96,ID,light rain
707,Mount Pleasant,32.7941,-79.8626,46.99,73,100,1.01,US,overcast clouds
708,Moussoro,13.6408,16.4901,61.12,15,0,13.11,TD,clear sky
709,Tursunzoda,38.5144,68.2333,31.08,77,99,3.83,TJ,overcast clouds
710,Vardo,70.3705,31.1107,21.4,82,52,20.69,NO,broken clouds
711,Pedernales,18.0384,-71.744,75.2,73,15,2.91,DO,few clouds
712,Burayevo,55.8407,55.4083,17.78,96,100,2.48,RU,overcast clouds
713,Oistins,13.0667,-59.5333,77.09,83,75,12.66,BB,broken clouds
714,Rubizhne,49.0123,38.3797,22.75,92,35,7.43,UA,snow
715,Ucluelet,48.9329,-125.5528,45.09,90,83,7.63,CA,broken clouds
716,Namwala,-15.7504,26.4384,63.7,98,100,5.08,ZM,light rain
717,Halifax,44.6453,-63.5724,20.21,83,49,3.44,CA,scattered clouds
718,Inongo,-1.95,18.2667,73.27,83,100,2.19,CD,overcast clouds
719,Cancun,21.1743,-86.8466,71.06,100,24,7.29,MX,few clouds
720,Kathu,7.9178,98.3332,89.62,69,96,4.88,TH,overcast clouds
721,Jiaojiang,28.6803,121.4428,45.0,98,100,5.01,CN,light rain
722,Hami,42.8,93.45,29.5,29,65,9.44,CN,broken clouds
723,Santa Maria Del Oro,25.9333,-105.3667,46.87,37,0,5.08,MX,clear sky
724,Qiongshan,20.0058,110.3542,76.98,78,75,8.95,CN,broken clouds
725,Santa Cruz De La Palma,28.6835,-17.7642,65.14,82,75,11.5,ES,broken clouds
726,Gualeguaychu,-33.0094,-58.5172,62.04,64,0,7.67,AR,clear sky
727,Paysandu,-32.3214,-58.0756,61.61,62,0,7.0,UY,clear sky
728,Kavaratti,10.5669,72.642,77.86,67,12,8.08,IN,few clouds
